test	mode	position	shapes	sql_prefix	census_arms
meta::relational::tests::mapping::embedded::testExistsWithEmbedded	default	filter+project	filtered-subselect-join+top-where-pred	select "root".FIRM_LEGALNAME as "name" from (select distinct "person_firm_denorm_1".FIRM_LEGALNAME as FIRM_LEGALNAME, "person_firm_denorm_1".FIRM_ID as FIRM_ID 	correlated-count-reducer|exists-join-form-dedup|exists-material
meta::relational::tests::mapping::embedded::testExistsWithEmbeddedWithPostProcessor	default	filter+project	filtered-subselect-join+top-where-pred	select "root".FIRM_LEGALNAME as "Name" from (select distinct "person_firm_denorm_1".FIRM_LEGALNAME as FIRM_LEGALNAME, "person_firm_denorm_1".FIRM_ID as FIRM_ID 	exists-join-form-dedup|exists-material
meta::relational::tests::mapping::embedded::testProjectToEmbedded	default	project	plain-join	select "root".FIRM_LEGALNAME as "legalName", "person_firm_denorm_2".PERSON_ADDRESS_NAME as "address" from (select distinct "person_firm_denorm_1".FIRM_LEGALNAME	exists-material
meta::relational::tests::mapping::extend::propertyMapping::testPropertyMappingsForA	default	filter	single-table	select "root".id as "pk_0", "root".id as "id", "root".aName as "aName" from ABC as "root" where "root".aName = 'aName1'	exists-material
meta::relational::tests::mapping::extend::propertyMapping::testPropertyMappingsForA	default	filter	top-where-pred	select "root".id as "pk_0", "root".id as "id", "root".aName as "aName" from ABC as "root" left outer join DEF as "def_0" on ("root".id = "def_0".id) where conca	exists-material
meta::relational::tests::mapping::extend::propertyMapping::testPropertyMappingsForA	default	filter	top-where-pred	select "root".id as "pk_0", "root".id as "id", "root".aName as "aName" from ABC as "root" left outer join DEF as "def_0" on ("root".id = "def_0".id) where "def_	exists-material
meta::relational::tests::mapping::extend::propertyMapping::testPropertyMappingsForA	default	filter	top-where-pred	select "root".id as "pk_0", "root".id as "id", "root".aName as "aName" from ABC as "root" left outer join DEF as "def_0" on ("root".id = "def_0".id) where "def_	exists-material
meta::relational::tests::mapping::extend::propertyMapping::testPropertyMappingsForB	default	filter	single-table	select "root".id as "pk_0", concat('bName_', "root".aName) as "aName", "root".bName as "bName", "root".id as "id" from ABC as "root" where concat('bName_', "roo	exists-material
meta::relational::tests::mapping::extend::propertyMapping::testPropertyMappingsForB	default	filter	top-where-pred	select "root".id as "pk_0", concat('bName_', "root".aName) as "aName", "root".bName as "bName", "root".id as "id" from ABC as "root" left outer join DEF as "def	exists-material
meta::relational::tests::mapping::extend::propertyMapping::testPropertyMappingsForB	default	filter	top-where-pred	select "root".id as "pk_0", concat('bName_', "root".aName) as "aName", "root".bName as "bName", "root".id as "id" from ABC as "root" left outer join DEF as "def	exists-material
meta::relational::tests::mapping::extend::propertyMapping::testPropertyMappingsForB	default	filter	top-where-pred	select "root".id as "pk_0", concat('bName_', "root".aName) as "aName", "root".bName as "bName", "root".id as "id" from ABC as "root" left outer join DEF as "def	exists-material
meta::relational::tests::mapping::extend::propertyMapping::testPropertyMappingsForB	default	filter	single-table	select "root".id as "pk_0", concat('bName_', "root".aName) as "aName", "root".bName as "bName", "root".id as "id" from ABC as "root" where "root".bName = 'bName	exists-material
meta::relational::tests::mapping::extend::propertyMapping::testPropertyMappingsForB	default	filter	top-where-pred	select "root".id as "pk_0", concat('bName_', "root".aName) as "aName", "root".bName as "bName", "root".id as "id" from ABC as "root" left outer join GHI as "ghi	exists-material
meta::relational::tests::mapping::extend::propertyMapping::testPropertyMappingsForB	default	filter	top-where-pred	select "root".id as "pk_0", concat('bName_', "root".aName) as "aName", "root".bName as "bName", "root".id as "id" from ABC as "root" left outer join GHI as "ghi	exists-material
meta::relational::tests::mapping::extend::propertyMapping::testPropertyMappingsForB	default	filter	top-where-pred	select "root".id as "pk_0", concat('bName_', "root".aName) as "aName", "root".bName as "bName", "root".id as "id" from ABC as "root" left outer join GHI as "ghi	exists-material
meta::relational::tests::mapping::extend::propertyMapping::testPropertyMappingsForC	default	filter	single-table	select "root".id as "pk_0", concat('cName_', "root".aName) as "aName", concat('cName_', "root".bName) as "bName", "root".cName as "cName", "root".id as "id" fro	exists-material
meta::relational::tests::mapping::extend::propertyMapping::testPropertyMappingsForC	default	filter	top-where-pred	select "root".id as "pk_0", concat('cName_', "root".aName) as "aName", concat('cName_', "root".bName) as "bName", "root".cName as "cName", "root".id as "id" fro	exists-material
meta::relational::tests::mapping::extend::propertyMapping::testPropertyMappingsForC	default	filter	top-where-pred	select "root".id as "pk_0", concat('cName_', "root".aName) as "aName", concat('cName_', "root".bName) as "bName", "root".cName as "cName", "root".id as "id" fro	exists-material
meta::relational::tests::mapping::extend::propertyMapping::testPropertyMappingsForC	default	filter	top-where-pred	select "root".id as "pk_0", concat('cName_', "root".aName) as "aName", concat('cName_', "root".bName) as "bName", "root".cName as "cName", "root".id as "id" fro	exists-material
meta::relational::tests::mapping::extend::propertyMapping::testPropertyMappingsForC	default	filter	single-table	select "root".id as "pk_0", concat('cName_', "root".aName) as "aName", concat('cName_', "root".bName) as "bName", "root".cName as "cName", "root".id as "id" fro	exists-material
meta::relational::tests::mapping::extend::propertyMapping::testPropertyMappingsForC	default	filter	top-where-pred	select "root".id as "pk_0", concat('cName_', "root".aName) as "aName", concat('cName_', "root".bName) as "bName", "root".cName as "cName", "root".id as "id" fro	exists-material
meta::relational::tests::mapping::extend::propertyMapping::testPropertyMappingsForC	default	filter	top-where-pred	select "root".id as "pk_0", concat('cName_', "root".aName) as "aName", concat('cName_', "root".bName) as "bName", "root".cName as "cName", "root".id as "id" fro	exists-material
meta::relational::tests::mapping::extend::propertyMapping::testPropertyMappingsForC	default	filter	top-where-pred	select "root".id as "pk_0", concat('cName_', "root".aName) as "aName", concat('cName_', "root".bName) as "bName", "root".cName as "cName", "root".id as "id" fro	exists-material
meta::relational::tests::mapping::extend::propertyMapping::testPropertyMappingsForC	default	filter	single-table	select "root".id as "pk_0", concat('cName_', "root".aName) as "aName", concat('cName_', "root".bName) as "bName", "root".cName as "cName", "root".id as "id" fro	exists-material
meta::relational::tests::mapping::extend::propertyMapping::testPropertyMappingsForC	default	filter	top-where-pred	select "root".id as "pk_0", concat('cName_', "root".aName) as "aName", concat('cName_', "root".bName) as "bName", "root".cName as "cName", "root".id as "id" fro	exists-material
meta::relational::tests::mapping::extend::propertyMapping::testPropertyMappingsForC	default	filter	top-where-pred	select "root".id as "pk_0", concat('cName_', "root".aName) as "aName", concat('cName_', "root".bName) as "bName", "root".cName as "cName", "root".id as "id" fro	exists-material
meta::relational::tests::mapping::extend::propertyMapping::testPropertyMappingsForC	default	filter	top-where-pred	select "root".id as "pk_0", concat('cName_', "root".aName) as "aName", concat('cName_', "root".bName) as "bName", "root".cName as "cName", "root".id as "id" fro	exists-material
meta::relational::tests::mapping::extend::union::propertyMapping::testPropertyMappingsForA	default	filter	single-table	select "unionBase".u_type as u_type, "unionBase"."pk_0_0" as "pk_0_0", "unionBase"."pk_0_1" as "pk_0_1", "unionBase"."id" as "id", "unionBase"."aName" as "aName	exists-material
meta::relational::tests::mapping::extend::union::propertyMapping::testPropertyMappingsForA	default	filter	top-where-pred	select "unionBase".u_type as u_type, "unionBase"."pk_0_0" as "pk_0_0", "unionBase"."pk_0_1" as "pk_0_1", "unionBase"."id" as "id", "unionBase"."aName" as "aName	exists-material
meta::relational::tests::mapping::extend::union::propertyMapping::testPropertyMappingsForA	default	filter	top-where-pred	select "unionBase".u_type as u_type, "unionBase"."pk_0_0" as "pk_0_0", "unionBase"."pk_0_1" as "pk_0_1", "unionBase"."id" as "id", "unionBase"."aName" as "aName	exists-material
meta::relational::tests::mapping::extend::union::propertyMapping::testPropertyMappingsForA	default	filter	top-where-pred	select "unionBase".u_type as u_type, "unionBase"."pk_0_0" as "pk_0_0", "unionBase"."pk_0_1" as "pk_0_1", "unionBase"."id" as "id", "unionBase"."aName" as "aName	exists-material
meta::relational::tests::mapping::extend::union::propertyMapping::testPropertyMappingsForB	default	filter	single-table	select "unionBase".u_type as u_type, "unionBase"."pk_0_0" as "pk_0_0", "unionBase"."pk_0_1" as "pk_0_1", "unionBase"."aName" as "aName", "unionBase"."bName" as 	exists-material
meta::relational::tests::mapping::extend::union::propertyMapping::testPropertyMappingsForB	default	filter	top-where-pred	select "unionBase".u_type as u_type, "unionBase"."pk_0_0" as "pk_0_0", "unionBase"."pk_0_1" as "pk_0_1", "unionBase"."aName" as "aName", "unionBase"."bName" as 	exists-material
meta::relational::tests::mapping::extend::union::propertyMapping::testPropertyMappingsForB	default	filter	top-where-pred	select "unionBase".u_type as u_type, "unionBase"."pk_0_0" as "pk_0_0", "unionBase"."pk_0_1" as "pk_0_1", "unionBase"."aName" as "aName", "unionBase"."bName" as 	exists-material
meta::relational::tests::mapping::extend::union::propertyMapping::testPropertyMappingsForB	default	filter	top-where-pred	select "unionBase".u_type as u_type, "unionBase"."pk_0_0" as "pk_0_0", "unionBase"."pk_0_1" as "pk_0_1", "unionBase"."aName" as "aName", "unionBase"."bName" as 	exists-material
meta::relational::tests::mapping::extend::union::propertyMapping::testPropertyMappingsForB	default	filter	single-table	select "unionBase".u_type as u_type, "unionBase"."pk_0_0" as "pk_0_0", "unionBase"."pk_0_1" as "pk_0_1", "unionBase"."aName" as "aName", "unionBase"."bName" as 	exists-material
meta::relational::tests::mapping::extend::union::propertyMapping::testPropertyMappingsForB	default	filter	top-where-pred	select "unionBase".u_type as u_type, "unionBase"."pk_0_0" as "pk_0_0", "unionBase"."pk_0_1" as "pk_0_1", "unionBase"."aName" as "aName", "unionBase"."bName" as 	exists-material
meta::relational::tests::mapping::extend::union::propertyMapping::testPropertyMappingsForB	default	filter	top-where-pred	select "unionBase".u_type as u_type, "unionBase"."pk_0_0" as "pk_0_0", "unionBase"."pk_0_1" as "pk_0_1", "unionBase"."aName" as "aName", "unionBase"."bName" as 	exists-material
meta::relational::tests::mapping::extend::union::propertyMapping::testPropertyMappingsForB	default	filter	top-where-pred	select "unionBase".u_type as u_type, "unionBase"."pk_0_0" as "pk_0_0", "unionBase"."pk_0_1" as "pk_0_1", "unionBase"."aName" as "aName", "unionBase"."bName" as 	exists-material
meta::relational::tests::mapping::extend::union::propertyMapping::testPropertyMappingsForC	default	filter	single-table	select "unionBase".u_type as u_type, "unionBase"."pk_0_0" as "pk_0_0", "unionBase"."pk_0_1" as "pk_0_1", "unionBase"."aName" as "aName", "unionBase"."bName" as 	exists-material
meta::relational::tests::mapping::extend::union::propertyMapping::testPropertyMappingsForC	default	filter	top-where-pred	select "unionBase".u_type as u_type, "unionBase"."pk_0_0" as "pk_0_0", "unionBase"."pk_0_1" as "pk_0_1", "unionBase"."aName" as "aName", "unionBase"."bName" as 	exists-material
meta::relational::tests::mapping::extend::union::propertyMapping::testPropertyMappingsForC	default	filter	top-where-pred	select "unionBase".u_type as u_type, "unionBase"."pk_0_0" as "pk_0_0", "unionBase"."pk_0_1" as "pk_0_1", "unionBase"."aName" as "aName", "unionBase"."bName" as 	exists-material
meta::relational::tests::mapping::extend::union::propertyMapping::testPropertyMappingsForC	default	filter	top-where-pred	select "unionBase".u_type as u_type, "unionBase"."pk_0_0" as "pk_0_0", "unionBase"."pk_0_1" as "pk_0_1", "unionBase"."aName" as "aName", "unionBase"."bName" as 	exists-material
meta::relational::tests::mapping::extend::union::propertyMapping::testPropertyMappingsForC	default	filter	single-table	select "unionBase".u_type as u_type, "unionBase"."pk_0_0" as "pk_0_0", "unionBase"."pk_0_1" as "pk_0_1", "unionBase"."aName" as "aName", "unionBase"."bName" as 	exists-material
